flood_id,timestamp,street,district,lat,lng,depth_cm,duration_min,flood_level,traffic_impact,rainfall_trigger_mm,source,verified,severity_score,hour_timestamp
FLD02052,2023-10-21T00:49:36.000Z,Huynh Tan Phat,Quan 7,10.73024,106.722772,16.1,120,moderate,slow,30.2,user_report,true,47.269999999999996,2023-10-21T00:00:00.000Z
FLD01722,2023-10-21T02:56:39.000Z,Le Dinh Can,Binh Tan,10.767684,106.598212,5.4,240,light,clear,13.5,IoT_sensor,true,75.78,2023-10-21T02:00:00.000Z
FLD01847,2023-10-21T10:25:38.000Z,Lam Van Ben,Quan 7,10.71656,106.683133,5.8,60,light,clear,5.7,user_report,true,22.06,2023-10-21T10:00:00.000Z
FLD00696,2023-10-21T11:09:25.000Z,Ma Lo,Binh Tan,10.764853,106.611799,11.5,30,light,clear,23.0,IoT_sensor,true,17.049999999999997,2023-10-21T11:00:00.000Z
FLD01668,2023-10-21T11:22:56.000Z,Da Nam,Quan 8,10.740889,106.67492,24.7,180,moderate,slow,56.1,IoT_sensor,true,71.28999999999999,2023-10-21T11:00:00.000Z
FLD01865,2023-10-21T12:43:40.000Z,No Trang Long,Binh Thanh,10.815223,106.697861,8.1,90,light,clear,15.4,IoT_sensor,true,32.67,2023-10-21T12:00:00.000Z
FLD01964,2023-10-22T11:00:06.000Z,Hoa Binh,Tan Phu,10.806072,106.62292,20.5,60,moderate,slow,31.1,traffic_camera,true,32.35,2023-10-22T11:00:00.000Z
FLD01151,2023-10-23T08:24:41.000Z,Nguyen Trai,Quan 5,10.757219,106.662808,20.7,90,moderate,slow,35.6,monitoring_station,true,41.489999999999995,2023-10-23T08:00:00.000Z
FLD01454,2023-10-23T20:21:12.000Z,Pham The Hien,Quan 8,10.728261,106.68347,19.4,30,moderate,slow,42.8,monitoring_station,true,22.58,2023-10-23T20:00:00.000Z
FLD01022,2023-10-24T04:34:52.000Z,Ba Thang Hai,Quan 10,10.77635,106.670288,5.3,30,light,clear,8.7,IoT_sensor,true,12.709999999999999,2023-10-24T04:00:00.000Z
FLD01020,2023-10-24T17:55:12.000Z,Kha Van Can,Thu Duc,10.853435,106.755515,16.1,30,moderate,slow,15.6,IoT_sensor,true,20.27,2023-10-24T17:00:00.000Z
FLD01772,2023-10-25T00:14:13.000Z,Vo Van Ngan,Thu Duc,10.852053,106.772877,25.3,30,moderate,slow,29.9,user_report,true,26.71,2023-10-25T00:00:00.000Z
FLD01837,2023-10-25T09:06:03.000Z,Thoai Ngoc Hau,Tan Phu,10.788439,106.628499,8.7,60,light,clear,12.9,monitoring_station,true,24.09,2023-10-25T09:00:00.000Z
FLD01933,2023-10-25T16:29:43.000Z,Nguyen Van Khoi,Go Vap,10.827652,106.693949,23.4,120,moderate,slow,38.3,monitoring_station,true,52.379999999999995,2023-10-25T16:00:00.000Z
FLD01311,2023-10-25T20:28:28.000Z,Tran Xuan Soan,Quan 7,10.75246,106.699197,8.7,60,light,clear,13.0,monitoring_station,true,24.09,2023-10-25T20:00:00.000Z
FLD00070,2023-10-26T00:41:55.000Z,Vo Van Kiet,Quan 1,10.762722,106.699708,59.9,240,severe,blocked,128.7,IoT_sensor,true,113.93,2023-10-26T00:00:00.000Z
FLD00693,2023-10-26T04:08:24.000Z,Vo Van Kiet,Quan 1,10.763853,106.698764,23.9,60,moderate,slow,36.2,IoT_sensor,true,34.73,2023-10-26T04:00:00.000Z
FLD01250,2023-10-26T14:42:18.000Z,Pham The Hien,Quan 8,10.727397,106.681702,10.1,60,light,clear,12.2,monitoring_station,true,25.07,2023-10-26T14:00:00.000Z
FLD00797,2023-10-26T15:41:22.000Z,Vo Van Ngan,Thu Duc,10.848523,106.770462,5.0,60,light,clear,9.5,user_report,true,21.5,2023-10-26T15:00:00.000Z
FLD01117,2023-10-26T19:20:42.000Z,Thoai Ngoc Hau,Tan Phu,10.786052,106.629444,5.8,60,light,clear,6.3,monitoring_station,true,22.06,2023-10-26T19:00:00.000Z
FLD01824,2023-10-27T12:38:35.000Z,An Duong Vuong,Quan 6,10.754426,106.645346,19.7,30,moderate,slow,39.9,traffic_camera,true,22.79,2023-10-27T12:00:00.000Z
FLD00142,2023-10-28T10:39:46.000Z,Le Thi Rieng,Quan 12,10.860273,106.646913,49.5,60,severe,blocked,50.4,user_report,true,52.65,2023-10-28T10:00:00.000Z
FLD01678,2023-10-28T12:06:26.000Z,Hau Giang,Quan 6,10.747899,106.638327,5.0,90,light,clear,6.0,user_report,true,30.5,2023-10-28T12:00:00.000Z
FLD00706,2023-10-29T03:49:48.000Z,Nguyen Van Qua,Quan 12,10.8545,106.661813,21.1,180,moderate,slow,32.4,monitoring_station,true,68.77,2023-10-29T03:00:00.000Z
FLD02319,2023-10-29T16:27:27.000Z,Tran Xuan Soan,Quan 7,10.750363,106.698396,10.2,60,light,clear,24.3,monitoring_station,true,25.14,2023-10-29T16:00:00.000Z
FLD00438,2023-10-30T12:32:48.000Z,Nguyen Van Khoi,Go Vap,10.827243,106.692264,9.4,90,light,clear,9.0,user_report,true,33.58,2023-10-30T12:00:00.000Z
FLD00279,2023-10-30T16:29:40.000Z,Le Dinh Can,Binh Tan,10.76635,106.596179,8.2,180,light,clear,14.0,traffic_camera,true,59.74,2023-10-30T16:00:00.000Z
FLD01493,2023-10-31T09:34:51.000Z,Vo Van Ngan,Thu Duc,10.850093,106.77334,9.2,60,light,clear,19.5,IoT_sensor,true,24.439999999999998,2023-10-31T09:00:00.000Z
FLD00219,2023-11-02T08:47:02.000Z,Tan Ky Tan Quy,Binh Tan,10.787749,106.604378,23.3,90,moderate,slow,37.4,monitoring_station,true,43.31,2023-11-02T08:00:00.000Z
FLD01075,2023-11-02T18:37:48.000Z,Ta Quang Buu,Quan 8,10.744124,106.664793,14.6,30,light,clear,29.1,user_report,true,19.22,2023-11-02T18:00:00.000Z
FLD00829,2023-11-03T10:51:01.000Z,Lam Van Ben,Quan 7,10.720125,106.686311,23.5,90,moderate,slow,41.7,user_report,true,43.45,2023-11-03T10:00:00.000Z
FLD01382,2023-11-03T16:24:52.000Z,Phan Huy Ich,Go Vap,10.829228,106.671404,5.0,60,light,clear,11.2,IoT_sensor,true,21.5,2023-11-03T16:00:00.000Z
FLD02342,2023-11-03T18:22:45.000Z,Le Thi Rieng,Quan 12,10.861659,106.647538,15.9,60,moderate,slow,30.4,monitoring_station,true,29.13,2023-11-03T18:00:00.000Z
FLD01399,2023-11-03T21:18:09.000Z,Kinh Duong Vuong,Quan 6,10.744489,106.617328,25.6,180,moderate,slow,36.4,monitoring_station,true,71.92,2023-11-03T21:00:00.000Z
FLD02378,2023-11-04T15:22:59.000Z,Le Van Viet,Thu Duc,10.846928,106.790616,5.0,60,light,clear,7.5,traffic_camera,true,21.5,2023-11-04T15:00:00.000Z
FLD00953,2023-11-04T22:20:51.000Z,Kinh Duong Vuong,Quan 6,10.743836,106.614946,40.1,30,severe,blocked,74.5,IoT_sensor,true,37.07,2023-11-04T22:00:00.000Z
FLD00639,2023-11-05T08:20:53.000Z,Nguyen Van Khoi,Go Vap,10.829539,106.694512,11.8,240,light,clear,10.2,traffic_camera,true,80.26,2023-11-05T08:00:00.000Z
FLD01390,2023-11-05T08:30:32.000Z,Vo Van Kiet,Quan 1,10.762537,106.69949,30.7,30,severe,blocked,38.0,IoT_sensor,true,30.49,2023-11-05T08:00:00.000Z
FLD01979,2023-11-05T09:36:01.000Z,Binh Long,Tan Phu,10.799285,106.614978,14.7,120,light,clear,27.3,user_report,true,46.29,2023-11-05T09:00:00.000Z
FLD01157,2023-11-05T09:46:45.000Z,Nguyen Trai,Quan 5,10.754834,106.662571,5.0,60,light,clear,12.2,IoT_sensor,true,21.5,2023-11-05T09:00:00.000Z
FLD00662,2023-11-05T11:15:04.000Z,Da Nam,Quan 8,10.740735,106.671558,5.0,90,light,clear,4.6,user_report,true,30.5,2023-11-05T11:00:00.000Z
FLD01547,2023-11-05T13:21:28.000Z,Binh Long,Tan Phu,10.800322,106.615852,17.0,90,moderate,slow,25.1,user_report,true,38.9,2023-11-05T13:00:00.000Z
FLD01638,2023-11-05T17:03:35.000Z,Linh Dong,Thu Duc,10.866329,106.767081,25.2,180,moderate,slow,35.5,monitoring_station,true,71.64,2023-11-05T17:00:00.000Z
FLD02077,2023-11-05T19:17:34.000Z,Do Xuan Hop,Thu Duc,10.834283,106.784281,24.1,90,moderate,slow,36.4,IoT_sensor,true,43.870000000000005,2023-11-05T19:00:00.000Z
FLD01134,2023-11-05T19:26:51.000Z,Nguyen Huu Canh,Binh Thanh,10.786037,106.721169,20.3,60,moderate,slow,25.1,IoT_sensor,true,32.21,2023-11-05T19:00:00.000Z
FLD00162,2023-11-05T19:47:59.000Z,Ung Van Khiem,Binh Thanh,10.811751,106.712283,21.5,180,moderate,slow,20.5,IoT_sensor,true,69.05,2023-11-05T19:00:00.000Z
FLD01191,2023-11-05T22:15:37.000Z,Kha Van Can,Thu Duc,10.850178,106.756447,23.1,90,moderate,slow,29.5,IoT_sensor,true,43.17,2023-11-05T22:00:00.000Z
FLD01242,2023-11-06T04:20:48.000Z,Tran Xuan Soan,Quan 7,10.751976,106.699958,15.8,180,moderate,slow,18.7,user_report,true,65.06,2023-11-06T04:00:00.000Z
FLD01540,2023-11-06T04:38:58.000Z,Le Van Luong,Quan 7,10.735,106.705946,29.8,120,moderate,slow,46.1,IoT_sensor,true,56.86,2023-11-06T04:00:00.000Z
FLD01110,2023-11-06T07:20:11.000Z,Kha Van Can,Thu Duc,10.850924,106.754287,9.3,60,light,clear,13.3,IoT_sensor,true,24.509999999999998,2023-11-06T07:00:00.000Z
FLD00245,2023-11-06T15:56:20.000Z,Huynh Tan Phat,Quan 7,10.727793,106.722851,10.7,30,light,clear,24.8,traffic_camera,true,16.49,2023-11-06T15:00:00.000Z
FLD01545,2023-11-06T16:19:23.000Z,Le Thi Rieng,Quan 12,10.862198,106.646556,6.7,60,light,clear,10.6,IoT_sensor,true,22.689999999999998,2023-11-06T16:00:00.000Z
FLD00742,2023-11-07T09:09:22.000Z,Pham Van Dong,Binh Thanh,10.818329,106.703142,15.7,30,moderate,slow,36.4,IoT_sensor,true,19.99,2023-11-07T09:00:00.000Z
FLD00380,2023-11-08T02:02:09.000Z,Le Thi Rieng,Quan 12,10.862901,106.649943,5.0,30,light,clear,10.7,user_report,true,12.5,2023-11-08T02:00:00.000Z
FLD01436,2023-11-08T20:37:47.000Z,Ma Lo,Binh Tan,10.763889,106.613705,11.8,30,light,clear,10.7,user_report,true,17.259999999999998,2023-11-08T20:00:00.000Z
FLD00081,2023-11-09T00:47:10.000Z,Hau Giang,Quan 6,10.744762,106.63932,13.1,240,light,clear,11.4,IoT_sensor,true,81.17,2023-11-09T00:00:00.000Z
FLD00726,2023-11-09T03:33:05.000Z,Nguyen Huu Canh,Binh Thanh,10.786687,106.719992,5.0,240,light,clear,4.4,user_report,true,75.5,2023-11-09T03:00:00.000Z
FLD01763,2023-11-09T19:58:23.000Z,Ba Thang Hai,Quan 10,10.776363,106.671117,11.7,30,light,clear,11.3,traffic_camera,true,17.189999999999998,2023-11-09T19:00:00.000Z
FLD00204,2023-11-10T04:38:18.000Z,Nguyen Van Khoi,Go Vap,10.826881,106.691502,14.9,240,light,clear,16.5,user_report,true,82.43,2023-11-10T04:00:00.000Z
FLD01732,2023-11-10T09:28:53.000Z,Hoa Binh,Tan Phu,10.802639,106.620642,25.1,30,moderate,slow,40.7,user_report,true,26.57,2023-11-10T09:00:00.000Z
FLD00082,2023-11-11T01:45:11.000Z,Huynh Tan Phat,Quan 7,10.727328,106.721708,8.2,30,light,clear,7.4,IoT_sensor,true,14.739999999999998,2023-11-11T01:00:00.000Z
FLD02043,2023-11-11T02:02:54.000Z,Tan Ky Tan Quy,Binh Tan,10.789846,106.602412,28.4,30,moderate,slow,67.1,IoT_sensor,true,28.88,2023-11-11T02:00:00.000Z
FLD01705,2023-11-11T09:23:33.000Z,Nguyen Van Khoi,Go Vap,10.830077,106.694443,14.7,60,light,clear,15.8,IoT_sensor,true,28.29,2023-11-11T09:00:00.000Z
FLD01618,2023-11-11T12:03:23.000Z,Nguyen Van Qua,Quan 12,10.853078,106.661577,42.0,120,severe,blocked,71.3,user_report,true,65.4,2023-11-11T12:00:00.000Z
FLD01469,2023-11-11T12:09:57.000Z,Nguyen Van Khoi,Go Vap,10.829048,106.693691,15.7,90,moderate,slow,28.1,IoT_sensor,true,37.989999999999995,2023-11-11T12:00:00.000Z
FLD00360,2023-11-12T10:05:45.000Z,Linh Dong,Thu Duc,10.863788,106.767093,5.0,30,light,clear,6.4,traffic_camera,true,12.5,2023-11-12T10:00:00.000Z
FLD00436,2023-11-12T15:53:44.000Z,Kinh Duong Vuong,Quan 6,10.745192,106.614329,15.6,60,moderate,slow,35.5,IoT_sensor,true,28.92,2023-11-12T15:00:00.000Z
FLD00057,2023-11-13T14:51:16.000Z,CMT8,Quan 3,10.782868,106.678722,24.3,120,moderate,slow,24.2,user_report,true,53.01,2023-11-13T14:00:00.000Z
FLD01301,2023-11-13T16:10:38.000Z,Kha Van Can,Thu Duc,10.850905,106.755871,5.0,90,light,clear,4.5,user_report,true,30.5,2023-11-13T16:00:00.000Z
FLD01810,2023-11-13T16:31:46.000Z,Da Nam,Quan 8,10.743347,106.672396,9.1,90,light,clear,13.9,IoT_sensor,true,33.37,2023-11-13T16:00:00.000Z
FLD00392,2023-11-13T23:20:51.000Z,Le Thi Rieng,Quan 12,10.860114,106.64985,28.4,60,moderate,slow,43.6,user_report,true,37.879999999999995,2023-11-13T23:00:00.000Z
FLD00740,2023-11-14T00:15:49.000Z,Le Van Luong,Quan 7,10.738034,106.704043,10.4,240,light,clear,15.8,monitoring_station,true,79.28,2023-11-14T00:00:00.000Z
FLD02050,2023-11-14T04:44:33.000Z,Kha Van Can,Thu Duc,10.852816,106.754581,21.4,180,moderate,slow,44.3,traffic_camera,true,68.98,2023-11-14T04:00:00.000Z
FLD00136,2023-11-14T14:50:03.000Z,Linh Dong,Thu Duc,10.866078,106.766085,10.3,90,light,clear,8.3,IoT_sensor,true,34.21,2023-11-14T14:00:00.000Z
FLD00290,2023-11-14T21:31:32.000Z,Kha Van Can,Thu Duc,10.850905,106.756047,23.1,30,moderate,slow,27.6,user_report,true,25.17,2023-11-14T21:00:00.000Z
FLD00980,2023-11-14T21:57:52.000Z,Hau Giang,Quan 6,10.747451,106.641019,26.1,180,moderate,slow,38.6,IoT_sensor,true,72.27,2023-11-14T21:00:00.000Z
FLD00319,2023-11-15T14:22:55.000Z,Nguyen Trai,Quan 5,10.756986,106.664331,13.5,60,light,clear,32.2,user_report,true,27.45,2023-11-15T14:00:00.000Z
FLD01825,2023-11-15T14:37:24.000Z,Thoai Ngoc Hau,Tan Phu,10.787828,106.630118,8.5,30,light,clear,17.7,IoT_sensor,true,14.95,2023-11-15T14:00:00.000Z
FLD01477,2023-11-15T18:30:07.000Z,To Ky,Quan 12,10.866556,106.632132,18.8,30,moderate,slow,28.9,IoT_sensor,true,22.16,2023-11-15T18:00:00.000Z
FLD02329,2023-11-16T01:36:09.000Z,Huynh Tan Phat,Quan 7,10.726762,106.724288,5.9,90,light,clear,9.1,user_report,true,31.13,2023-11-16T01:00:00.000Z
FLD01891,2023-11-17T02:13:37.000Z,Phan Huy Ich,Go Vap,10.83115,106.671562,18.1,30,moderate,slow,18.3,monitoring_station,true,21.67,2023-11-17T02:00:00.000Z
FLD00821,2023-11-17T11:37:08.000Z,Linh Dong,Thu Duc,10.862557,106.764364,25.2,30,moderate,slow,29.8,IoT_sensor,true,26.639999999999997,2023-11-17T11:00:00.000Z
FLD00778,2023-11-17T20:36:01.000Z,Nguyen Huu Canh,Binh Thanh,10.789561,106.721318,31.0,90,severe,blocked,56.3,traffic_camera,true,48.7,2023-11-17T20:00:00.000Z
FLD01972,2023-11-18T13:58:07.000Z,Le Thi Rieng,Quan 12,10.862613,106.647957,14.8,60,light,clear,18.2,traffic_camera,true,28.36,2023-11-18T13:00:00.000Z
FLD02257,2023-11-18T21:04:21.000Z,To Ky,Quan 12,10.867969,106.63262,16.6,90,moderate,slow,17.8,user_report,true,38.620000000000005,2023-11-18T21:00:00.000Z
FLD00461,2023-11-18T21:46:38.000Z,Nguyen Huu Canh,Binh Thanh,10.78774,106.721163,5.0,60,light,clear,4.3,IoT_sensor,true,21.5,2023-11-18T21:00:00.000Z
FLD00542,2023-11-19T10:20:03.000Z,Huynh Tan Phat,Quan 7,10.72805,106.721954,20.3,60,moderate,slow,23.9,user_report,true,32.21,2023-11-19T10:00:00.000Z
FLD02159,2023-11-19T13:54:28.000Z,Vo Van Kiet,Quan 1,10.761358,106.696617,6.4,120,light,clear,11.8,user_report,true,40.48,2023-11-19T13:00:00.000Z
FLD00860,2023-11-19T20:31:33.000Z,Kha Van Can,Thu Duc,10.852765,106.756143,24.8,30,moderate,slow,41.2,IoT_sensor,true,26.36,2023-11-19T20:00:00.000Z
FLD01300,2023-11-19T22:45:42.000Z,Le Dinh Can,Binh Tan,10.764973,106.596207,26.3,60,moderate,slow,30.3,monitoring_station,true,36.41,2023-11-19T22:00:00.000Z
FLD00028,2023-11-19T23:59:23.000Z,Tran Xuan Soan,Quan 7,10.752108,106.69997,21.5,90,moderate,slow,30.9,IoT_sensor,true,42.05,2023-11-19T23:00:00.000Z
FLD02255,2023-11-20T08:12:22.000Z,Hau Giang,Quan 6,10.748319,106.640355,42.0,30,severe,blocked,84.0,traffic_camera,true,38.4,2023-11-20T08:00:00.000Z
FLD02297,2023-11-20T10:26:33.000Z,To Ky,Quan 12,10.867499,106.631562,21.7,90,moderate,slow,28.4,user_report,true,42.19,2023-11-20T10:00:00.000Z
FLD01318,2023-11-20T19:48:17.000Z,Hau Giang,Quan 6,10.745906,106.640637,42.0,120,severe,blocked,59.7,monitoring_station,true,65.4,2023-11-20T19:00:00.000Z
FLD00876,2023-11-21T04:18:05.000Z,Ung Van Khiem,Binh Thanh,10.811192,106.709377,8.1,60,light,clear,7.3,user_report,true,23.669999999999998,2023-11-21T04:00:00.000Z
FLD00365,2023-11-21T13:46:06.000Z,Kinh Duong Vuong,Quan 6,10.742263,106.616055,8.4,90,light,clear,10.7,IoT_sensor,true,32.88,2023-11-21T13:00:00.000Z
FLD00335,2023-11-22T01:03:29.000Z,Tran Nao,Quan 2,10.782614,106.737336,6.0,60,light,clear,12.6,monitoring_station,true,22.2,2023-11-22T01:00:00.000Z
FLD01495,2023-11-22T07:58:36.000Z,Huynh Tan Phat,Quan 7,10.726719,106.722499,10.3,30,light,clear,18.5,monitoring_station,true,16.21,2023-11-22T07:00:00.000Z
FLD00666,2023-11-22T08:57:51.000Z,Xo Viet Nghe Tinh,Binh Thanh,10.807005,106.711823,13.4,90,light,clear,31.4,traffic_camera,true,36.379999999999995,2023-11-22T08:00:00.000Z
FLD00318,2023-11-23T06:32:55.000Z,To Ky,Quan 12,10.866601,106.630771,40.6,60,severe,blocked,64.1,user_report,true,46.42,2023-11-23T06:00:00.000Z
FLD00811,2023-11-23T15:11:22.000Z,Tan Ky Tan Quy,Binh Tan,10.789139,106.604016,60.7,30,severe,blocked,114.9,traffic_camera,true,51.49,2023-11-23T15:00:00.000Z
FLD00848,2023-11-23T20:36:33.000Z,CMT8,Quan 3,10.779965,106.67851,6.4,60,light,clear,14.8,user_report,true,22.48,2023-11-23T20:00:00.000Z
FLD02356,2023-11-23T22:23:41.000Z,To Ky,Quan 12,10.865518,106.629626,10.8,90,light,clear,21.4,IoT_sensor,true,34.56,2023-11-23T22:00:00.000Z
FLD01520,2023-11-23T22:42:59.000Z,Do Xuan Hop,Thu Duc,10.832174,106.782549,5.0,30,light,clear,10.1,IoT_sensor,true,12.5,2023-11-23T22:00:00.000Z
FLD01327,2023-11-25T14:04:34.000Z,Tam Binh,Thu Duc,10.861726,106.738593,14.0,30,light,clear,26.2,IoT_sensor,true,18.799999999999997,2023-11-25T14:00:00.000Z
FLD01875,2023-11-26T00:06:45.000Z,An Duong Vuong,Quan 6,10.754972,106.643643,18.2,60,moderate,slow,21.2,user_report,true,30.74,2023-11-26T00:00:00.000Z
FLD02028,2023-11-28T07:27:55.000Z,Vo Van Ngan,Thu Duc,10.851454,106.772768,11.5,60,light,clear,19.6,user_report,true,26.049999999999997,2023-11-28T07:00:00.000Z
FLD00673,2023-11-28T16:08:49.000Z,Vo Van Ngan,Thu Duc,10.851733,106.773547,28.9,30,moderate,slow,29.7,IoT_sensor,true,29.229999999999997,2023-11-28T16:00:00.000Z
FLD00155,2023-11-28T17:21:18.000Z,Pham Van Dong,Binh Thanh,10.819839,106.701123,28.2,180,moderate,slow,28.2,monitoring_station,true,73.74,2023-11-28T17:00:00.000Z
FLD01394,2023-11-29T01:39:21.000Z,Nguyen Van Qua,Quan 12,10.854637,106.662007,16.0,120,moderate,slow,15.0,IoT_sensor,true,47.2,2023-11-29T01:00:00.000Z
FLD01121,2023-11-29T15:04:14.000Z,Le Van Viet,Thu Duc,10.845536,106.790975,23.6,60,moderate,slow,23.0,user_report,true,34.519999999999996,2023-11-29T15:00:00.000Z
FLD02249,2023-11-29T18:21:01.000Z,Nguyen Van Khoi,Go Vap,10.828196,106.693428,20.9,30,moderate,slow,35.8,IoT_sensor,true,23.629999999999995,2023-11-29T18:00:00.000Z
FLD00194,2023-11-30T06:22:36.000Z,An Duong Vuong,Quan 6,10.755042,106.645476,24.0,30,moderate,slow,58.3,IoT_sensor,true,25.799999999999997,2023-11-30T06:00:00.000Z
FLD00447,2023-11-30T15:15:57.000Z,Huynh Tan Phat,Quan 7,10.72776,106.724109,9.8,30,light,clear,11.5,user_report,true,15.86,2023-11-30T15:00:00.000Z
FLD00772,2023-11-30T19:28:13.000Z,Nguyen Van Qua,Quan 12,10.856061,106.662882,19.5,120,moderate,slow,39.3,user_report,true,49.65,2023-11-30T19:00:00.000Z
FLD01879,2023-12-01T19:19:26.000Z,Le Thi Rieng,Quan 12,10.859505,106.646953,16.1,120,moderate,slow,20.2,IoT_sensor,true,47.269999999999996,2023-12-01T19:00:00.000Z
FLD01832,2023-12-01T20:26:22.000Z,Lam Van Ben,Quan 7,10.717522,106.685385,9.8,30,light,clear,18.9,user_report,true,15.86,2023-12-01T20:00:00.000Z
FLD01190,2023-12-01T21:07:12.000Z,Nguyen Trai,Quan 5,10.756959,106.663683,20.7,120,moderate,slow,34.1,IoT_sensor,true,50.489999999999995,2023-12-01T21:00:00.000Z
FLD01236,2023-12-01T22:04:46.000Z,Quang Trung,Go Vap,10.836339,106.66566,18.3,240,moderate,slow,25.7,IoT_sensor,true,84.81,2023-12-01T22:00:00.000Z
FLD00248,2023-12-02T08:01:51.000Z,Quang Trung,Go Vap,10.838622,106.662876,10.8,30,light,clear,20.6,IoT_sensor,true,16.56,2023-12-02T08:00:00.000Z
FLD00952,2023-12-02T22:30:54.000Z,Linh Dong,Thu Duc,10.866275,106.76671,11.6,60,light,clear,24.9,user_report,true,26.119999999999997,2023-12-02T22:00:00.000Z
FLD00126,2023-12-03T00:28:56.000Z,Nguyen Van Qua,Quan 12,10.852881,106.663411,15.7,90,moderate,slow,39.2,traffic_camera,true,37.989999999999995,2023-12-03T00:00:00.000Z
FLD02207,2023-12-03T14:45:19.000Z,Le Van Viet,Thu Duc,10.845327,106.790636,16.5,30,moderate,slow,29.1,traffic_camera,true,20.549999999999997,2023-12-03T14:00:00.000Z
FLD00234,2023-12-03T18:45:47.000Z,Hoa Binh,Tan Phu,10.805341,106.623354,11.0,30,light,clear,26.3,monitoring_station,true,16.7,2023-12-03T18:00:00.000Z
FLD01983,2023-12-03T19:33:05.000Z,Thoai Ngoc Hau,Tan Phu,10.787496,106.627667,5.1,60,light,clear,6.1,user_report,true,21.57,2023-12-03T19:00:00.000Z
FLD01598,2023-12-04T01:04:46.000Z,Ma Lo,Binh Tan,10.763129,106.612836,15.8,30,moderate,slow,29.9,IoT_sensor,true,20.060000000000002,2023-12-04T01:00:00.000Z
FLD00745,2023-12-05T17:55:35.000Z,Nguyen Anh Thu,Quan 12,10.876167,106.644626,10.5,240,light,clear,16.6,IoT_sensor,true,79.35,2023-12-05T17:00:00.000Z
FLD01575,2023-12-06T00:21:16.000Z,Le Thi Rieng,Quan 12,10.861449,106.649852,10.0,60,light,clear,15.8,monitoring_station,true,25.0,2023-12-06T00:00:00.000Z
FLD02048,2023-12-06T09:41:23.000Z,Xo Viet Nghe Tinh,Binh Thanh,10.809488,106.710354,30.4,30,severe,blocked,35.5,traffic_camera,true,30.279999999999998,2023-12-06T09:00:00.000Z
FLD00653,2023-12-06T11:53:21.000Z,Pham Van Dong,Binh Thanh,10.81935,106.701624,5.0,30,light,clear,9.2,user_report,true,12.5,2023-12-06T11:00:00.000Z
FLD00759,2023-12-06T18:08:06.000Z,Lam Van Ben,Quan 7,10.71753,106.686395,6.4,90,light,clear,10.5,user_report,true,31.48,2023-12-06T18:00:00.000Z
FLD00563,2023-12-06T22:03:07.000Z,Kinh Duong Vuong,Quan 6,10.74293,106.614605,5.0,30,light,clear,8.4,traffic_camera,true,12.5,2023-12-06T22:00:00.000Z
FLD01723,2023-12-07T05:34:26.000Z,Lam Van Ben,Quan 7,10.717152,106.683575,5.0,30,light,clear,12.5,user_report,true,12.5,2023-12-07T05:00:00.000Z
FLD00437,2023-12-07T19:21:31.000Z,Nguyen Thi Thap,Quan 7,10.741541,106.713644,16.3,30,moderate,slow,27.8,traffic_camera,true,20.41,2023-12-07T19:00:00.000Z
FLD01589,2023-12-08T08:05:06.000Z,Kha Van Can,Thu Duc,10.850568,106.756451,40.6,90,severe,blocked,96.7,IoT_sensor,true,55.42,2023-12-08T08:00:00.000Z
FLD01532,2023-12-08T08:32:30.000Z,Nguyen Trai,Quan 5,10.75705,106.663495,8.6,90,light,clear,19.5,IoT_sensor,true,33.019999999999996,2023-12-08T08:00:00.000Z
FLD00989,2023-12-09T01:50:23.000Z,Hau Giang,Quan 6,10.748291,106.638456,8.7,30,light,clear,18.6,traffic_camera,true,15.09,2023-12-09T01:00:00.000Z
FLD01926,2023-12-09T03:07:41.000Z,Le Thi Rieng,Quan 12,10.861001,106.647416,26.7,90,moderate,slow,28.1,user_report,true,45.69,2023-12-09T03:00:00.000Z
FLD00382,2023-12-09T07:24:37.000Z,CMT8,Quan 3,10.780789,106.678528,16.9,30,moderate,slow,29.7,IoT_sensor,true,20.83,2023-12-09T07:00:00.000Z
FLD00323,2023-12-09T08:01:54.000Z,Linh Dong,Thu Duc,10.866372,106.76373,11.7,30,light,clear,16.9,traffic_camera,true,17.189999999999998,2023-12-09T08:00:00.000Z
FLD00817,2023-12-09T12:15:09.000Z,Tan Ky Tan Quy,Binh Tan,10.788037,106.603334,5.0,30,light,clear,8.9,traffic_camera,true,12.5,2023-12-09T12:00:00.000Z
FLD01295,2023-12-09T12:26:26.000Z,Ma Lo,Binh Tan,10.765476,106.614588,13.9,90,light,clear,26.6,IoT_sensor,true,36.730000000000004,2023-12-09T12:00:00.000Z
FLD00161,2023-12-09T14:18:49.000Z,Ung Van Khiem,Binh Thanh,10.812504,106.709307,5.0,30,light,clear,11.8,user_report,true,12.5,2023-12-09T14:00:00.000Z
FLD00297,2023-12-09T14:34:43.000Z,An Duong Vuong,Quan 6,10.754095,106.644388,28.3,90,moderate,slow,52.2,user_report,true,46.81,2023-12-09T14:00:00.000Z
FLD01496,2023-12-09T22:36:18.000Z,Binh Long,Tan Phu,10.798482,106.616103,10.7,30,light,clear,22.0,IoT_sensor,true,16.49,2023-12-09T22:00:00.000Z
FLD02267,2023-12-10T06:01:27.000Z,Tran Nao,Quan 2,10.781928,106.736335,40.3,90,severe,blocked,59.1,user_report,true,55.209999999999994,2023-12-10T06:00:00.000Z
