flood_id,timestamp,street,district,lat,lng,depth_cm,duration_min,flood_level,traffic_impact,rainfall_trigger_mm,source,verified
FLD01006,2023-10-15 18:21:17,Linh Dong,Thu Duc,10.86648,106.763633,21.7,120,moderate,slow,51.6,monitoring_station,True
FLD01685,2023-10-15 19:01:14,Nguyen Thi Thap,Quan 7,10.741027,106.716884,10.6,30,light,clear,15.7,user_report,True
FLD00017,2023-10-15 21:09:26,Le Thi Rieng,Quan 12,10.863085,106.647061,9.3,60,light,clear,7.8,IoT_sensor,False
FLD00648,2023-10-15 22:53:41,Tam Binh,Thu Duc,10.862613,106.738698,10.1,120,light,clear,13.2,user_report,True
FLD00055,2023-10-16 06:32:38,Thoai Ngoc Hau,Tan Phu,10.785765,106.62965,10.3,90,light,clear,19.6,user_report,True
FLD01013,2023-10-16 12:16:38,Hau Giang,Quan 6,10.746937,106.64134,16.4,30,moderate,slow,30.4,user_report,False
FLD01876,2023-10-16 17:12:47,Phan Huy Ich,Go Vap,10.828818,106.671929,10.7,180,light,clear,22.9,IoT_sensor,True
FLD02042,2023-10-16 21:44:50,Ma Lo,Binh Tan,10.765304,106.612729,5.0,60,light,clear,9.1,user_report,True
FLD00347,2023-10-16 23:06:37,Tran Xuan Soan,Quan 7,10.750825,106.698317,5.7,60,light,clear,6.1,IoT_sensor,True
FLD00926,2023-10-17 04:42:55,Nguyen Trai,Quan 5,10.757812,106.662938,10.6,30,light,clear,12.3,user_report,True
FLD01675,2023-10-17 16:45:47,Ta Quang Buu,Quan 8,10.743801,106.665541,15.9,90,moderate,slow,22.6,IoT_sensor,True
FLD00286,2023-10-17 17:15:06,Huynh Tan Phat,Quan 7,10.729807,106.722681,5.6,240,light,clear,9.8,IoT_sensor,False
FLD01829,2023-10-17 20:37:32,Tam Binh,Thu Duc,10.861438,106.737603,5.0,60,light,clear,9.9,monitoring_station,False
FLD00851,2023-10-17 21:15:23,Huynh Tan Phat,Quan 7,10.730466,106.723116,26.2,120,moderate,slow,45.5,IoT_sensor,True
FLD00515,2023-10-17 22:18:50,Nguyen Van Qua,Quan 12,10.852712,106.661861,9.1,60,light,clear,11.5,IoT_sensor,True
FLD00659,2023-10-18 02:06:02,Hau Giang,Quan 6,10.745738,106.638497,26.3,180,moderate,slow,65.4,IoT_sensor,True
FLD01809,2023-10-18 13:24:09,Quang Trung,Go Vap,10.836173,106.664503,9.9,90,light,clear,15.7,user_report,True
FLD00523,2023-10-18 15:46:05,Do Xuan Hop,Thu Duc,10.833212,106.781169,14.4,60,light,clear,18.8,IoT_sensor,True
FLD01260,2023-10-18 16:51:12,Le Thi Rieng,Quan 12,10.862287,106.648566,13.9,90,light,clear,18.8,IoT_sensor,True
FLD01833,2023-10-18 16:55:10,Nguyen Van Qua,Quan 12,10.854283,106.663676,59.0,120,severe,blocked,60.3,IoT_sensor,False
FLD01973,2023-10-19 05:03:58,Le Thi Rieng,Quan 12,10.860042,106.647819,8.1,90,light,clear,19.3,user_report,True
FLD02117,2023-10-19 09:37:24,Ta Quang Buu,Quan 8,10.745748,106.664376,15.3,60,moderate,slow,20.5,IoT_sensor,True
FLD00616,2023-10-19 15:11:30,Da Nam,Quan 8,10.74066,106.675386,6.8,60,light,clear,12.4,user_report,True
FLD01798,2023-10-19 18:06:25,Phan Huy Ich,Go Vap,10.828201,106.671602,5.0,30,light,clear,10.8,user_report,False
FLD01383,2023-10-20 02:19:15,Kha Van Can,Thu Duc,10.852846,106.755264,5.7,90,light,clear,8.9,monitoring_station,True
FLD02136,2023-10-20 17:25:21,Tan Ky Tan Quy,Binh Tan,10.788775,106.604044,5.0,90,light,clear,10.1,IoT_sensor,False
FLD02052,2023-10-20 17:49:36,Huynh Tan Phat,Quan 7,10.73024,106.722772,16.1,120,moderate,slow,30.2,user_report,True
FLD01722,2023-10-20 19:56:39,Le Dinh Can,Binh Tan,10.767684,106.598212,5.4,240,light,clear,13.5,IoT_sensor,True
FLD00215,2023-10-21 01:51:53,To Ky,Quan 12,10.867347,106.629911,5.0,90,light,clear,10.6,user_report,False
FLD01847,2023-10-21 03:25:38,Lam Van Ben,Quan 7,10.71656,106.683133,5.8,60,light,clear,5.7,user_report,True
FLD00696,2023-10-21 04:09:25,Ma Lo,Binh Tan,10.764853,106.611799,11.5,30,light,clear,23.0,IoT_sensor,True
FLD01668,2023-10-21 04:22:56,Da Nam,Quan 8,10.740889,106.67492,24.7,180,moderate,slow,56.1,IoT_sensor,True
FLD01865,2023-10-21 05:43:40,No Trang Long,Binh Thanh,10.815223,106.697861,8.1,90,light,clear,15.4,IoT_sensor,True
FLD01964,2023-10-22 04:00:06,Hoa Binh,Tan Phu,10.806072,106.62292,20.5,60,moderate,slow,31.1,traffic_camera,True
FLD00549,2023-10-22 06:18:14,Tran Xuan Soan,Quan 7,10.749713,106.698881,5.0,90,light,clear,5.6,user_report,False
FLD00393,2023-10-22 12:08:06,Vo Van Kiet,Quan 1,10.761413,106.698869,5.0,60,light,clear,10.0,IoT_sensor,False
FLD01198,2023-10-22 17:53:16,Tam Binh,Thu Duc,10.862951,106.737049,15.5,60,moderate,slow,38.5,IoT_sensor,False
FLD02185,2023-10-22 21:17:09,Vo Van Ngan,Thu Duc,10.849377,106.772907,10.9,30,light,clear,14.5,IoT_sensor,False
FLD01151,2023-10-23 01:24:41,Nguyen Trai,Quan 5,10.757219,106.662808,20.7,90,moderate,slow,35.6,monitoring_station,True
FLD01454,2023-10-23 13:21:12,Pham The Hien,Quan 8,10.728261,106.68347,19.4,30,moderate,slow,42.8,monitoring_station,True
FLD01313,2023-10-23 14:34:14,Nguyen Huu Canh,Binh Thanh,10.787301,106.722638,20.6,30,moderate,slow,32.4,IoT_sensor,False
FLD01022,2023-10-23 21:34:52,Ba Thang Hai,Quan 10,10.77635,106.670288,5.3,30,light,clear,8.7,IoT_sensor,True
FLD01293,2023-10-24 02:32:22,Ung Van Khiem,Binh Thanh,10.810306,106.71012,16.1,90,moderate,slow,39.5,traffic_camera,False
FLD01020,2023-10-24 10:55:12,Kha Van Can,Thu Duc,10.853435,106.755515,16.1,30,moderate,slow,15.6,IoT_sensor,True
FLD01772,2023-10-24 17:14:13,Vo Van Ngan,Thu Duc,10.852053,106.772877,25.3,30,moderate,slow,29.9,user_report,True
FLD01837,2023-10-25 02:06:03,Thoai Ngoc Hau,Tan Phu,10.788439,106.628499,8.7,60,light,clear,12.9,monitoring_station,True
FLD01933,2023-10-25 09:29:43,Nguyen Van Khoi,Go Vap,10.827652,106.693949,23.4,120,moderate,slow,38.3,monitoring_station,True
FLD01311,2023-10-25 13:28:28,Tran Xuan Soan,Quan 7,10.75246,106.699197,8.7,60,light,clear,13.0,monitoring_station,True
FLD00070,2023-10-25 17:41:55,Vo Van Kiet,Quan 1,10.762722,106.699708,59.9,240,severe,blocked,128.7,IoT_sensor,True
FLD00693,2023-10-25 21:08:24,Vo Van Kiet,Quan 1,10.763853,106.698764,23.9,60,moderate,slow,36.2,IoT_sensor,True
FLD02194,2023-10-26 05:54:04,Tran Xuan Soan,Quan 7,10.751155,106.699069,11.0,30,light,clear,12.7,user_report,False
FLD01250,2023-10-26 07:42:18,Pham The Hien,Quan 8,10.727397,106.681702,10.1,60,light,clear,12.2,monitoring_station,True
FLD00797,2023-10-26 08:41:22,Vo Van Ngan,Thu Duc,10.848523,106.770462,5.0,60,light,clear,9.5,user_report,True
FLD01117,2023-10-26 12:20:42,Thoai Ngoc Hau,Tan Phu,10.786052,106.629444,5.8,60,light,clear,6.3,monitoring_station,True
FLD01761,2023-10-26 19:54:01,Le Thi Rieng,Quan 12,10.862538,106.64686,9.0,120,light,clear,22.0,IoT_sensor,False
FLD01824,2023-10-27 05:38:35,An Duong Vuong,Quan 6,10.754426,106.645346,19.7,30,moderate,slow,39.9,traffic_camera,True
FLD00142,2023-10-28 03:39:46,Le Thi Rieng,Quan 12,10.860273,106.646913,49.5,60,severe,blocked,50.4,user_report,True
FLD01678,2023-10-28 05:06:26,Hau Giang,Quan 6,10.747899,106.638327,5.0,90,light,clear,6.0,user_report,True
FLD00706,2023-10-28 20:49:48,Nguyen Van Qua,Quan 12,10.8545,106.661813,21.1,180,moderate,slow,32.4,monitoring_station,True
FLD01287,2023-10-28 20:51:59,Huynh Tan Phat,Quan 7,10.727368,106.720951,24.3,60,moderate,slow,59.6,monitoring_station,False
FLD00446,2023-10-29 03:25:35,Phan Huy Ich,Go Vap,10.827672,106.672761,5.0,90,light,clear,5.5,IoT_sensor,False
FLD02319,2023-10-29 09:27:27,Tran Xuan Soan,Quan 7,10.750363,106.698396,10.2,60,light,clear,24.3,monitoring_station,True
FLD00438,2023-10-30 05:32:48,Nguyen Van Khoi,Go Vap,10.827243,106.692264,9.4,90,light,clear,9.0,user_report,True
FLD00279,2023-10-30 09:29:40,Le Dinh Can,Binh Tan,10.76635,106.596179,8.2,180,light,clear,14.0,traffic_camera,True
FLD00396,2023-10-30 22:53:22,Ma Lo,Binh Tan,10.762238,106.615393,40.5,60,severe,blocked,67.1,user_report,False
FLD01493,2023-10-31 02:34:51,Vo Van Ngan,Thu Duc,10.850093,106.77334,9.2,60,light,clear,19.5,IoT_sensor,True
FLD01187,2023-10-31 06:50:54,Xo Viet Nghe Tinh,Binh Thanh,10.808993,106.711422,31.3,120,severe,blocked,53.3,user_report,False
FLD00219,2023-11-02 01:47:02,Tan Ky Tan Quy,Binh Tan,10.787749,106.604378,23.3,90,moderate,slow,37.4,monitoring_station,True
FLD01075,2023-11-02 11:37:48,Ta Quang Buu,Quan 8,10.744124,106.664793,14.6,30,light,clear,29.1,user_report,True
FLD00829,2023-11-03 03:51:01,Lam Van Ben,Quan 7,10.720125,106.686311,23.5,90,moderate,slow,41.7,user_report,True
FLD01382,2023-11-03 09:24:52,Phan Huy Ich,Go Vap,10.829228,106.671404,5.0,60,light,clear,11.2,IoT_sensor,True
FLD02342,2023-11-03 11:22:45,Le Thi Rieng,Quan 12,10.861659,106.647538,15.9,60,moderate,slow,30.4,monitoring_station,True
FLD01399,2023-11-03 14:18:09,Kinh Duong Vuong,Quan 6,10.744489,106.617328,25.6,180,moderate,slow,36.4,monitoring_station,True
FLD01908,2023-11-03 17:55:50,Phan Huy Ich,Go Vap,10.82762,106.673406,9.5,60,light,clear,19.6,user_report,False
FLD02000,2023-11-04 08:19:49,Tam Binh,Thu Duc,10.861697,106.736905,27.0,60,moderate,slow,56.6,monitoring_station,False
FLD02378,2023-11-04 08:22:59,Le Van Viet,Thu Duc,10.846928,106.790616,5.0,60,light,clear,7.5,traffic_camera,True
FLD00953,2023-11-04 15:20:51,Kinh Duong Vuong,Quan 6,10.743836,106.614946,40.1,30,severe,blocked,74.5,IoT_sensor,True
FLD00639,2023-11-05 01:20:53,Nguyen Van Khoi,Go Vap,10.829539,106.694512,11.8,240,light,clear,10.2,traffic_camera,True
FLD01390,2023-11-05 01:30:32,Vo Van Kiet,Quan 1,10.762537,106.69949,30.7,30,severe,blocked,38.0,IoT_sensor,True
FLD01979,2023-11-05 02:36:01,Binh Long,Tan Phu,10.799285,106.614978,14.7,120,light,clear,27.3,user_report,True
FLD01157,2023-11-05 02:46:45,Nguyen Trai,Quan 5,10.754834,106.662571,5.0,60,light,clear,12.2,IoT_sensor,True
FLD00662,2023-11-05 04:15:04,Da Nam,Quan 8,10.740735,106.671558,5.0,90,light,clear,4.6,user_report,True
FLD01547,2023-11-05 06:21:28,Binh Long,Tan Phu,10.800322,106.615852,17.0,90,moderate,slow,25.1,user_report,True
FLD01638,2023-11-05 10:03:35,Linh Dong,Thu Duc,10.866329,106.767081,25.2,180,moderate,slow,35.5,monitoring_station,True
FLD02077,2023-11-05 12:17:34,Do Xuan Hop,Thu Duc,10.834283,106.784281,24.1,90,moderate,slow,36.4,IoT_sensor,True
FLD01134,2023-11-05 12:26:51,Nguyen Huu Canh,Binh Thanh,10.786037,106.721169,20.3,60,moderate,slow,25.1,IoT_sensor,True
FLD00162,2023-11-05 12:47:59,Ung Van Khiem,Binh Thanh,10.811751,106.712283,21.5,180,moderate,slow,20.5,IoT_sensor,True
FLD01191,2023-11-05 15:15:37,Kha Van Can,Thu Duc,10.850178,106.756447,23.1,90,moderate,slow,29.5,IoT_sensor,True
FLD01242,2023-11-05 21:20:48,Tran Xuan Soan,Quan 7,10.751976,106.699958,15.8,180,moderate,slow,18.7,user_report,True
FLD01540,2023-11-05 21:38:58,Le Van Luong,Quan 7,10.735,106.705946,29.8,120,moderate,slow,46.1,IoT_sensor,True
FLD01110,2023-11-06 00:20:11,Kha Van Can,Thu Duc,10.850924,106.754287,9.3,60,light,clear,13.3,IoT_sensor,True
FLD00245,2023-11-06 08:56:20,Huynh Tan Phat,Quan 7,10.727793,106.722851,10.7,30,light,clear,24.8,traffic_camera,True
FLD01545,2023-11-06 09:19:23,Le Thi Rieng,Quan 12,10.862198,106.646556,6.7,60,light,clear,10.6,IoT_sensor,True
FLD00742,2023-11-07 02:09:22,Pham Van Dong,Binh Thanh,10.818329,106.703142,15.7,30,moderate,slow,36.4,IoT_sensor,True
FLD00380,2023-11-07 19:02:09,Le Thi Rieng,Quan 12,10.862901,106.649943,5.0,30,light,clear,10.7,user_report,True
FLD00488,2023-11-07 19:49:31,Ba Thang Hai,Quan 10,10.774576,106.671114,8.6,90,light,clear,9.8,user_report,False
FLD01436,2023-11-08 13:37:47,Ma Lo,Binh Tan,10.763889,106.613705,11.8,30,light,clear,10.7,user_report,True
FLD00546,2023-11-08 15:13:08,Le Dinh Can,Binh Tan,10.765796,106.59776,18.9,30,moderate,slow,27.6,user_report,False
FLD00081,2023-11-08 17:47:10,Hau Giang,Quan 6,10.744762,106.63932,13.1,240,light,clear,11.4,IoT_sensor,True
FLD01391,2023-11-08 19:45:29,Vo Van Kiet,Quan 1,10.761459,106.699164,8.4,30,light,clear,14.6,IoT_sensor,False
FLD00726,2023-11-08 20:33:05,Nguyen Huu Canh,Binh Thanh,10.786687,106.719992,5.0,240,light,clear,4.4,user_report,True
FLD00157,2023-11-09 05:33:13,Le Thi Rieng,Quan 12,10.862869,106.650274,48.4,120,severe,blocked,107.0,user_report,False
FLD01763,2023-11-09 12:58:23,Ba Thang Hai,Quan 10,10.776363,106.671117,11.7,30,light,clear,11.3,traffic_camera,True
FLD00204,2023-11-09 21:38:18,Nguyen Van Khoi,Go Vap,10.826881,106.691502,14.9,240,light,clear,16.5,user_report,True
FLD01732,2023-11-10 02:28:53,Hoa Binh,Tan Phu,10.802639,106.620642,25.1,30,moderate,slow,40.7,user_report,True
FLD00020,2023-11-10 03:42:49,Nguyen Van Khoi,Go Vap,10.830067,106.694494,11.7,30,light,clear,18.0,IoT_sensor,False
FLD00082,2023-11-10 18:45:11,Huynh Tan Phat,Quan 7,10.727328,106.721708,8.2,30,light,clear,7.4,IoT_sensor,True
FLD02043,2023-11-10 19:02:54,Tan Ky Tan Quy,Binh Tan,10.789846,106.602412,28.4,30,moderate,slow,67.1,IoT_sensor,True
FLD01705,2023-11-11 02:23:33,Nguyen Van Khoi,Go Vap,10.830077,106.694443,14.7,60,light,clear,15.8,IoT_sensor,True
FLD01618,2023-11-11 05:03:23,Nguyen Van Qua,Quan 12,10.853078,106.661577,42.0,120,severe,blocked,71.3,user_report,True
FLD01469,2023-11-11 05:09:57,Nguyen Van Khoi,Go Vap,10.829048,106.693691,15.7,90,moderate,slow,28.1,IoT_sensor,True
FLD01562,2023-11-11 16:34:07,Tran Nao,Quan 2,10.783027,106.736248,8.5,30,light,clear,9.8,IoT_sensor,False
FLD00360,2023-11-12 03:05:45,Linh Dong,Thu Duc,10.863788,106.767093,5.0,30,light,clear,6.4,traffic_camera,True
FLD00436,2023-11-12 08:53:44,Kinh Duong Vuong,Quan 6,10.745192,106.614329,15.6,60,moderate,slow,35.5,IoT_sensor,True
FLD00467,2023-11-12 15:18:08,Tran Nao,Quan 2,10.781923,106.736958,6.5,30,light,clear,7.5,IoT_sensor,False
FLD00057,2023-11-13 07:51:16,CMT8,Quan 3,10.782868,106.678722,24.3,120,moderate,slow,24.2,user_report,True
FLD01301,2023-11-13 09:10:38,Kha Van Can,Thu Duc,10.850905,106.755871,5.0,90,light,clear,4.5,user_report,True
FLD01810,2023-11-13 09:31:46,Da Nam,Quan 8,10.743347,106.672396,9.1,90,light,clear,13.9,IoT_sensor,True
FLD00392,2023-11-13 16:20:51,Le Thi Rieng,Quan 12,10.860114,106.64985,28.4,60,moderate,slow,43.6,user_report,True
FLD00740,2023-11-13 17:15:49,Le Van Luong,Quan 7,10.738034,106.704043,10.4,240,light,clear,15.8,monitoring_station,True
FLD02050,2023-11-13 21:44:33,Kha Van Can,Thu Duc,10.852816,106.754581,21.4,180,moderate,slow,44.3,traffic_camera,True
FLD00136,2023-11-14 07:50:03,Linh Dong,Thu Duc,10.866078,106.766085,10.3,90,light,clear,8.3,IoT_sensor,True
FLD00290,2023-11-14 14:31:32,Kha Van Can,Thu Duc,10.850905,106.756047,23.1,30,moderate,slow,27.6,user_report,True
FLD00980,2023-11-14 14:57:52,Hau Giang,Quan 6,10.747451,106.641019,26.1,180,moderate,slow,38.6,IoT_sensor,True
FLD01361,2023-11-14 20:36:27,Nguyen Thi Thap,Quan 7,10.739599,106.713709,20.1,60,moderate,slow,20.4,IoT_sensor,False
FLD00319,2023-11-15 07:22:55,Nguyen Trai,Quan 5,10.756986,106.664331,13.5,60,light,clear,32.2,user_report,True
FLD01825,2023-11-15 07:37:24,Thoai Ngoc Hau,Tan Phu,10.787828,106.630118,8.5,30,light,clear,17.7,IoT_sensor,True
FLD00033,2023-11-15 10:36:10,Ma Lo,Binh Tan,10.765111,106.615418,6.3,30,light,clear,6.1,traffic_camera,False
FLD01477,2023-11-15 11:30:07,To Ky,Quan 12,10.866556,106.632132,18.8,30,moderate,slow,28.9,IoT_sensor,True
FLD02329,2023-11-15 18:36:09,Huynh Tan Phat,Quan 7,10.726762,106.724288,5.9,90,light,clear,9.1,user_report,True
FLD01891,2023-11-16 19:13:37,Phan Huy Ich,Go Vap,10.83115,106.671562,18.1,30,moderate,slow,18.3,monitoring_station,True
FLD00821,2023-11-17 04:37:08,Linh Dong,Thu Duc,10.862557,106.764364,25.2,30,moderate,slow,29.8,IoT_sensor,True
FLD00778,2023-11-17 13:36:01,Nguyen Huu Canh,Binh Thanh,10.789561,106.721318,31.0,90,severe,blocked,56.3,traffic_camera,True
FLD01972,2023-11-18 06:58:07,Le Thi Rieng,Quan 12,10.862613,106.647957,14.8,60,light,clear,18.2,traffic_camera,True
FLD02257,2023-11-18 14:04:21,To Ky,Quan 12,10.867969,106.63262,16.6,90,moderate,slow,17.8,user_report,True
FLD00461,2023-11-18 14:46:38,Nguyen Huu Canh,Binh Thanh,10.78774,106.721163,5.0,60,light,clear,4.3,IoT_sensor,True
FLD02390,2023-11-18 20:28:55,Linh Dong,Thu Duc,10.863641,106.767043,29.0,90,moderate,slow,61.1,user_report,False
FLD02006,2023-11-18 23:50:42,Kha Van Can,Thu Duc,10.84953,106.755963,8.3,60,light,clear,18.2,monitoring_station,False
FLD00542,2023-11-19 03:20:03,Huynh Tan Phat,Quan 7,10.72805,106.721954,20.3,60,moderate,slow,23.9,user_report,True
FLD02159,2023-11-19 06:54:28,Vo Van Kiet,Quan 1,10.761358,106.696617,6.4,120,light,clear,11.8,user_report,True
FLD00860,2023-11-19 13:31:33,Kha Van Can,Thu Duc,10.852765,106.756143,24.8,30,moderate,slow,41.2,IoT_sensor,True
FLD01300,2023-11-19 15:45:42,Le Dinh Can,Binh Tan,10.764973,106.596207,26.3,60,moderate,slow,30.3,monitoring_station,True
FLD00028,2023-11-19 16:59:23,Tran Xuan Soan,Quan 7,10.752108,106.69997,21.5,90,moderate,slow,30.9,IoT_sensor,True
FLD02255,2023-11-20 01:12:22,Hau Giang,Quan 6,10.748319,106.640355,42.0,30,severe,blocked,84.0,traffic_camera,True
FLD00993,2023-11-20 01:40:50,Binh Long,Tan Phu,10.798053,106.613969,26.8,30,moderate,slow,41.4,IoT_sensor,False
FLD02297,2023-11-20 03:26:33,To Ky,Quan 12,10.867499,106.631562,21.7,90,moderate,slow,28.4,user_report,True
FLD01059,2023-11-20 06:35:51,Linh Dong,Thu Duc,10.863919,106.76693,10.2,90,light,clear,16.7,traffic_camera,False
FLD01318,2023-11-20 12:48:17,Hau Giang,Quan 6,10.745906,106.640637,42.0,120,severe,blocked,59.7,monitoring_station,True
FLD00876,2023-11-20 21:18:05,Ung Van Khiem,Binh Thanh,10.811192,106.709377,8.1,60,light,clear,7.3,user_report,True
FLD00365,2023-11-21 06:46:06,Kinh Duong Vuong,Quan 6,10.742263,106.616055,8.4,90,light,clear,10.7,IoT_sensor,True
FLD00335,2023-11-21 18:03:29,Tran Nao,Quan 2,10.782614,106.737336,6.0,60,light,clear,12.6,monitoring_station,True
FLD01495,2023-11-22 00:58:36,Huynh Tan Phat,Quan 7,10.726719,106.722499,10.3,30,light,clear,18.5,monitoring_station,True
FLD00666,2023-11-22 01:57:51,Xo Viet Nghe Tinh,Binh Thanh,10.807005,106.711823,13.4,90,light,clear,31.4,traffic_camera,True
FLD00318,2023-11-22 23:32:55,To Ky,Quan 12,10.866601,106.630771,40.6,60,severe,blocked,64.1,user_report,True
FLD02352,2023-11-23 02:15:01,Tam Binh,Thu Duc,10.860555,106.739748,16.3,30,moderate,slow,14.4,monitoring_station,False
FLD00464,2023-11-23 04:24:39,An Duong Vuong,Quan 6,10.754722,106.644947,16.8,90,moderate,slow,21.9,traffic_camera,False
FLD00149,2023-11-23 04:25:54,Tam Binh,Thu Duc,10.861498,106.736904,51.9,120,severe,blocked,94.0,IoT_sensor,False
FLD00811,2023-11-23 08:11:22,Tan Ky Tan Quy,Binh Tan,10.789139,106.604016,60.7,30,severe,blocked,114.9,traffic_camera,True
FLD00848,2023-11-23 13:36:33,CMT8,Quan 3,10.779965,106.67851,6.4,60,light,clear,14.8,user_report,True
FLD02356,2023-11-23 15:23:41,To Ky,Quan 12,10.865518,106.629626,10.8,90,light,clear,21.4,IoT_sensor,True
FLD01520,2023-11-23 15:42:59,Do Xuan Hop,Thu Duc,10.832174,106.782549,5.0,30,light,clear,10.1,IoT_sensor,True
FLD00282,2023-11-24 06:00:40,Nguyen Anh Thu,Quan 12,10.877009,106.64255,20.8,30,moderate,slow,37.3,traffic_camera,False
FLD01578,2023-11-24 13:35:47,Nguyen Anh Thu,Quan 12,10.879363,106.642696,41.5,90,severe,blocked,41.2,monitoring_station,False
FLD01339,2023-11-24 20:42:58,Nguyen Van Khoi,Go Vap,10.828731,106.692933,20.0,30,moderate,slow,30.9,IoT_sensor,False
FLD01327,2023-11-25 07:04:34,Tam Binh,Thu Duc,10.861726,106.738593,14.0,30,light,clear,26.2,IoT_sensor,True
FLD01875,2023-11-25 17:06:45,An Duong Vuong,Quan 6,10.754972,106.643643,18.2,60,moderate,slow,21.2,user_report,True
FLD01828,2023-11-26 12:00:18,Ta Quang Buu,Quan 8,10.743852,106.663518,13.4,90,light,clear,31.1,monitoring_station,False
FLD02028,2023-11-28 00:27:55,Vo Van Ngan,Thu Duc,10.851454,106.772768,11.5,60,light,clear,19.6,user_report,True
FLD00673,2023-11-28 09:08:49,Vo Van Ngan,Thu Duc,10.851733,106.773547,28.9,30,moderate,slow,29.7,IoT_sensor,True
FLD00155,2023-11-28 10:21:18,Pham Van Dong,Binh Thanh,10.819839,106.701123,28.2,180,moderate,slow,28.2,monitoring_station,True
FLD01394,2023-11-28 18:39:21,Nguyen Van Qua,Quan 12,10.854637,106.662007,16.0,120,moderate,slow,15.0,IoT_sensor,True
FLD00449,2023-11-29 01:16:02,Tam Binh,Thu Duc,10.86177,106.739514,5.0,60,light,clear,7.2,monitoring_station,False
FLD01121,2023-11-29 08:04:14,Le Van Viet,Thu Duc,10.845536,106.790975,23.6,60,moderate,slow,23.0,user_report,True
FLD02249,2023-11-29 11:21:01,Nguyen Van Khoi,Go Vap,10.828196,106.693428,20.9,30,moderate,slow,35.8,IoT_sensor,True
FLD00194,2023-11-29 23:22:36,An Duong Vuong,Quan 6,10.755042,106.645476,24.0,30,moderate,slow,58.3,IoT_sensor,True
FLD00447,2023-11-30 08:15:57,Huynh Tan Phat,Quan 7,10.72776,106.724109,9.8,30,light,clear,11.5,user_report,True
FLD01719,2023-11-30 09:02:40,Hau Giang,Quan 6,10.744942,106.638704,21.6,60,moderate,slow,29.0,user_report,False
FLD00772,2023-11-30 12:28:13,Nguyen Van Qua,Quan 12,10.856061,106.662882,19.5,120,moderate,slow,39.3,user_report,True
FLD00056,2023-11-30 21:06:53,Tran Xuan Soan,Quan 7,10.753184,106.698515,15.5,60,moderate,slow,31.8,user_report,False
FLD01879,2023-12-01 12:19:26,Le Thi Rieng,Quan 12,10.859505,106.646953,16.1,120,moderate,slow,20.2,IoT_sensor,True
FLD01832,2023-12-01 13:26:22,Lam Van Ben,Quan 7,10.717522,106.685385,9.8,30,light,clear,18.9,user_report,True
FLD01190,2023-12-01 14:07:12,Nguyen Trai,Quan 5,10.756959,106.663683,20.7,120,moderate,slow,34.1,IoT_sensor,True
FLD01236,2023-12-01 15:04:46,Quang Trung,Go Vap,10.836339,106.66566,18.3,240,moderate,slow,25.7,IoT_sensor,True
FLD00248,2023-12-02 01:01:51,Quang Trung,Go Vap,10.838622,106.662876,10.8,30,light,clear,20.6,IoT_sensor,True
FLD00952,2023-12-02 15:30:54,Linh Dong,Thu Duc,10.866275,106.76671,11.6,60,light,clear,24.9,user_report,True
FLD00126,2023-12-02 17:28:56,Nguyen Van Qua,Quan 12,10.852881,106.663411,15.7,90,moderate,slow,39.2,traffic_camera,True
FLD02207,2023-12-03 07:45:19,Le Van Viet,Thu Duc,10.845327,106.790636,16.5,30,moderate,slow,29.1,traffic_camera,True
FLD00234,2023-12-03 11:45:47,Hoa Binh,Tan Phu,10.805341,106.623354,11.0,30,light,clear,26.3,monitoring_station,True
FLD01983,2023-12-03 12:33:05,Thoai Ngoc Hau,Tan Phu,10.787496,106.627667,5.1,60,light,clear,6.1,user_report,True
FLD01598,2023-12-03 18:04:46,Ma Lo,Binh Tan,10.763129,106.612836,15.8,30,moderate,slow,29.9,IoT_sensor,True
FLD00018,2023-12-03 20:29:43,Nguyen Thi Thap,Quan 7,10.739931,106.717164,5.7,60,light,clear,11.6,user_report,False
FLD02158,2023-12-04 07:43:44,Huynh Tan Phat,Quan 7,10.727855,106.724131,13.4,120,light,clear,19.4,user_report,False
FLD00356,2023-12-04 10:42:34,Huynh Tan Phat,Quan 7,10.729098,106.724213,5.0,180,light,clear,11.8,monitoring_station,False
FLD00756,2023-12-04 20:57:05,Kha Van Can,Thu Duc,10.852591,106.754605,5.0,90,light,clear,7.2,user_report,False
FLD00745,2023-12-05 10:55:35,Nguyen Anh Thu,Quan 12,10.876167,106.644626,10.5,240,light,clear,16.6,IoT_sensor,True
FLD01575,2023-12-05 17:21:16,Le Thi Rieng,Quan 12,10.861449,106.649852,10.0,60,light,clear,15.8,monitoring_station,True
FLD02048,2023-12-06 02:41:23,Xo Viet Nghe Tinh,Binh Thanh,10.809488,106.710354,30.4,30,severe,blocked,35.5,traffic_camera,True
FLD00653,2023-12-06 04:53:21,Pham Van Dong,Binh Thanh,10.81935,106.701624,5.0,30,light,clear,9.2,user_report,True
FLD00534,2023-12-06 06:16:55,Thoai Ngoc Hau,Tan Phu,10.786134,106.628879,13.8,30,light,clear,30.2,user_report,False
FLD00759,2023-12-06 11:08:06,Lam Van Ben,Quan 7,10.71753,106.686395,6.4,90,light,clear,10.5,user_report,True
FLD00563,2023-12-06 15:03:07,Kinh Duong Vuong,Quan 6,10.74293,106.614605,5.0,30,light,clear,8.4,traffic_camera,True
